Shubra-El-Khema                          Egypt                                    31.250000     30.100000     710794        0
Sohag                                    Egypt                                    31.700001     26.549999     141000        0
Suez                                     Egypt                                    32.549999     29.983299     265000        0
Tanta                                    Egypt                                    31.000000     30.799999     374000        0
Zagazig                                  Egypt                                    31.500000     30.583300     274000        0
Addis Ababa                              Ethiopia                                 38.700001     9.050000      1618600       1
Asmara                                   Ethiopia                                 38.966702     15.333300     307070        0
Diredawa                                 Ethiopia                                 41.833302     9.583300      112540        0
Libreville                               Gabon                                    9.416700      0.500000      250000        1
Banjul                                   Gambia                                   -16.650000    13.466700     49181         1
Accra                                    Ghana                                    -0.250000     5.550000      564194        1
Kumasi                                   Ghana                                    -1.583300     6.750000      260286        0
Sekondi-Takoradi                         Ghana                                    -1.716700     4.983300      91874         0
Bissau                                   Guinea-Bissau                            -15.650000    11.866700     109214        1
Kisumu                                   Kenya                                    34.783298     -0.133300     152643        0
Nairobi                                  Kenya                                    36.833302     -1.283300     1162189       1
Maseru                                   Lesotho                                  27.483299     -29.316700    13312         1
Monrovia                                 Liberia                                  -10.766700    6.333300      421058        1
Bengazi                                  Libyan Arab                              20.083300     32.116699     282192        1
Blantyre-Limbe                           Malawi                                   35.000000     -15.766700    331588        0
Lilongwe                                 Malawi                                   33.816700     -13.966700    233973        1
Bamako                                   Mali                                     -7.983300     12.666700     399869        1
Agadir                                   Morocco                                  -9.666700     30.500000     250000        0
Beni-Mellal                              Morocco                                  -6.483300     32.366699     250000        0
Fez                                      Morocco                                  -5.000000     34.083302     250000        0
Khemisset                                Morocco                                  -6.050000     33.833302     250000        0
Khouribga                                Morocco                                  -6.950000     32.900002     250000        0
Marrakech                                Morocco                                  -8.000000     31.816700     250000        0
Meknes                                   Morocco                                  -5.616700     33.883301     250000        0
Nador                                    Morocco                                  -3.000000     35.166698     250000        0
Rabit-Sale                               Morocco                                  -6.850000     34.033298     250000        1
Settat                                   Morocco                                  -7.616700     33.066700     250000        0
Taza                                     Morocco                                  -4.016700     34.266701     250000        0
Tetouan                                  Morocco                                  -5.366700     35.566700     250000        0
Beira                                    Mozambique                               34.866699     -19.816700    264202        0
Napmpula                                 Mozambique                               39.233299     -15.150000    182505        0
Windhoek                                 Namibia                                  17.100000     -22.566700    250000        1
Niamey                                   Niger                                    2.083300      13.533300     225314        1
Aba                                      Nigeria                                  7.350000      5.100000      177000        0
Abeokuta                                 Nigeria                                  3.433300      7.166700      253000        0
Ado-Ekiti                                Nigeria                                  5.266700      7.666700      213000        0
Benin                                    Nigeria                                  5.683300      6.316700      136000        0
Calabar                                  Nigeria                                  8.366700      4.933300      103000        0
Ede                                      Nigeria                                  4.516700      7.733300      182000        0
Enugu                                    Nigeria                                  7.500000      6.333300      187000        0
Ibadan                                   Nigeria                                  3.933300      7.383300      847000        0
Ife                                      Nigeria                                  4.566700      7.550000      176000        0
Ikere-Ekiti                              Nigeria                                  5.233300      7.516700      145000        0
Ila                                      Nigeria                                  4.900000      8.000000      155000        0
Ilesha                                   Nigeria                                  3.416700      8.916700      224000        0
Ilovin                                   Nigeria                                  4.533300      8.500000      282000        0
Iseyin                                   Nigeria                                  3.666700      7.983300      115083        0
Iwo                                      Nigeria                                  4.183300      7.633300      214000        0
Kaduna                                   Nigeria                                  7.416700      10.466700     202000        0
Kano                                     Nigeria                                  8.516700      12.000000     399000        0
Lagos                                    Nigeria                                  3.466700      6.450000      1060848       1
Maiduguri                                Nigeria                                  13.266700     11.883300     189000        0
Mushin                                   Nigeria                                  3.366700      6.533300      197000        0
Ogbomosho                                Nigeria                                  4.183300      8.083300      432000        0
Onitsha                                  Nigeria                                  6.783300      6.166700      220000        0
Oshogbo                                  Nigeria                                  4.583300      7.833300      282000        0
Oyo                                      Nigeria                                  3.916700      7.833300      152000        0
Port Harcourt                            Nigeria                                  7.166700      4.716700      242000        0
Zaria                                    Nigeria                                  7.733300      11.016700     224000        0
Kigali                                   Rwanda                                   30.066700     -1.933300     116227        1
Jamestown                                St. Helena                               -5.733300     -15.916700    1576          1
Sao Tome                                 Sao Tome and Principe                    6.716700      0.316700      5714          1
Kaolack                                  Senegal                                  -16.133301    14.150000     106899        0
Thies                                    Senegal                                  -16.866699    14.816700     117333        0
Port Victoria                            Seychelles                               55.450001     -4.633300     250000        1
Benoni                                   S. Africa                                28.299999     -26.200001    151294        0
Bloemfrontein                            S. Africa                                26.233299     -29.116699    104381        0
Boksburg                                 S.Africa                                 28.250000     -26.216700    110832        0
Cape Town                                S.Africa                                 18.466700     -33.933300    776617        1
Durban                                   S.Africa                                 31.000000     -29.883301    634301        0
Germiston                                S. Africa                                28.166700     -26.250000    116718        0
Johannesburg                             S. Africa                                28.033300     -26.166700    632369        0
Katlehong                                S. Africa                                28.150000     -26.333300    137745        0
Mamelodi                                 S. Africa                                28.333300     -25.666700    127033        0
Nyanga                                   S. Africa                                18.583300     -33.983299    148882        0
Pietermaritzburg                         S. Africa                                30.400000     -29.600000    114822        0
Port Elizabeth                           S. Africa                                25.600000     -33.966702    272844        0
Pretoria                                 S. Africa                                28.200001     -25.750000    443059        1
Roodepoort                               S. Africa                                27.883301     -26.166700    141764        0
Sasolburg                                S. Africa                                27.850000     -26.833300    250000        0
Soweto                                   S. Africa                                27.833300     -26.283300    521948        0
Springs                                  S. Africa                                28.433300     -26.266701    142812        0
Tembisa                                  S. Africa                                28.233299     -25.966700    149282        0
Umlazi                                   S. Africa                                30.883301     -29.966700    123495        0
Vereeniging                              S. Africa                                27.933300     -26.683300    172549        0
W. Rand                                  S. Africa                                27.750000     -26.116699    250000        0
El Obied                                 Sudan                                    30.166700     13.183300     118000        0
Juba                                     Sudan                                    31.583300     4.833300      116000        0
Kassala                                  Sudan                                    36.416698     15.400000     149000        0
Khartoum                                 Sudan                                    32.533298     15.550000     561000        1
Khartoum N.                              Sudan                                    32.566700     15.650000     249000        0
Wad Medani                               Sudan                                    33.700001     14.400000     153000        0
Omdurman                                 Sudan                                    32.483299     15.616700     454000        0
Port Sudan                               Sudan                                    37.116699     19.633301     205000        0
Wau                                      Sudan                                    28.000000     7.700000      116000        0
Mbabane                                  Swaziland                                31.133301     -26.333300    23109         1
Lome                                     Togo                                     1.350000      6.166700      148156        1
Tunis                                    Tunisia                                  10.216700     36.833302     596654        1
Kampala                                  Uganda                                   32.583302     0.316700      250000        1
Dodoma                                   Tanzania                                 35.666698     -6.166700     85000         1
Mbeya                                    Tanzania                                 33.483299     -8.900000     194000        0
Mwanza                                   Tanzania                                 32.933300     -2.516700     252000        0
Tabora                                   Tanzania                                 32.799999     -5.016700     214000        0
Zanzibar                                 Tanzania                                 39.200001     -6.166700     133000        0
El Aaiun                                 W. Sahara                                -13.200000    27.150000     20010         1
Kananga                                  Zaire                                    22.433300     -5.883300     290898        0
Kikwit                                   Zaire                                    18.850000     -5.033300     133206        0
Kisangani                                Zaire                                    25.233299     0.550000      282650        0
Kolwezi                                  Zaire                                    25.416700     -10.750000    201382        0
Likasi                                   Zaire                                    26.783300     -10.966700    194465        0
Lubumbashi                               Zaire                                    27.483299     -11.683300    543268        0
Luluabourg                               Zaire                                    22.416700     -5.900000     506033        0
Matadi                                   Zaire                                    13.533300     -5.833300     144742        0
Mbandaka                                 Zaire                                    18.466700     0.050000      125263        0
Mbuji-Mayi                               Zaire                                    23.650000     -6.166700     423363        0
Chingola                                 Zambia                                   27.883301     -12.516700    145993        0
Kabwe                                    Zambia                                   28.416700     -14.483300    136003        0
Luanshya                                 Zambia                                   28.400000     -13.150000    129589        0
Lusaka                                   Zambia                                   28.333300     -15.433300    535830        1
Mufulire                                 Zambia                                   28.200001     -12.500000    150069        0
Ndola                                    Zambia                                   28.650000     -13.000000    281315        0
Bulawayo                                 Zimbabwe                                 28.716700     -20.166700    429000        0
Chitungwiza                              Zimbabwe                                 31.133301     -18.000000    202000        0
Harare                                   Zimbabwe                                 31.049999     -17.833300    681000        1
St. John City                            Antigua & B                              -61.849998    17.100000     21814         1
Nassau                                   Bahamas                                  -77.333298    25.049999     250000        1
Bridgetown                               Barbados                                 -59.616699    13.100000     7466          1
Hamilton                                 Bermuda                                  -64.800003    32.299999     1669          1
Road Town                                Virgin Is.                               -64.650002    18.466700     891           1
Burlington                               Canada                                   -79.800003    43.316700     114855        0
Burnaby                                  Canada                                   -122.916702   49.266701     136495        0
Calgary                                  Canada                                   -114.083298   51.083302     250000        0
Chicoutimi-Jong                          Canada                                   -71.099998    48.433300     250000        0
E. York                                  Canada                                   -79.333298    43.716702     101975        0
Edmonton                                 Canada                                   -113.416702   53.566700     250000        0
Etobicoke                                Canada                                   -79.500000    43.633301     298710        0
Halifax                                  Canada                                   -63.583302    44.633301     250000        0
Hamilton                                 Canada                                   -79.833298    43.250000     250000        0
Kitchener                                Canada                                   -80.500000    43.450001     250000        0
Laval                                    Canada                                   -73.666702    45.566700     268335        0
London                                   Canada                                   -81.250000    42.966702     250000        0
Longueuil                                Canada                                   -73.516701    45.533298     124320        0
Mississauga                              Canada                                   -79.599998    43.633301     315055        0
Montreal                                 Canada                                   -73.566704    45.516701     250000        0
N. York                                  Canada                                   -79.433296    43.733299     559520        0
Oshawa                                   Canada                                   -78.849998    43.883301     250000        0
Ottawa                                   Canada                                   -75.716698    45.416698     250000        1
Quebec                                   Canada                                   -71.250000    45.833302     250000        0
Regina                                   Canada                                   -104.633301   50.500000     250000        0
St. Catherines                           Canada                                   -73.566704    45.400002     250000        0
Saint John                               Canada                                   -66.050003    45.266701     250000        0
Saskatoon                                Canada                                   -106.666702   52.166698     250000        0
Scarborough                              Canada                                   -79.266701    43.733299     443355        0
Sudbury                                  Canada                                   -81.016701    46.500000     250000        0
Surrey                                   Canada                                   -122.766701   49.116699     147135        0
Thunder Bay                              Canada                                   -89.199997    48.450001     250000        0
Toronto                                  Canada                                   -79.416702    43.700001     250000        0
Trois-Rivieres                           Canada                                   -72.566704    46.349998     250000        0
Hong Kong                                Hong Kong                                114.216698    23.644600     10331380      1
Windsor                                  Canada                                   -83.016701    42.299999     250000        0
Winnipeg                                 Canada                                   -97.000000    50.500000     250000        0
York                                     Canada                                   -79.449997    43.700001     134615        0
San Jose                                 Costa Rica                               -84.066704    9.983300      274832        1
Bayamo                                   Cuba                                     -76.650002    20.383301     108716        0
Camaguey                                 Cuba                                     -77.916702    21.416700     265588        0
Guantanamo                               Cuba                                     -75.233299    20.150000     179091        0
Holguin                                  Cuba                                     -76.250000    20.900000     199861        0
La Habana                                Cuba                                     -82.366699    23.133301     2036799       1
Matanzas                                 Cuba                                     -81.583298    23.066700     106954        0
Pinar del Rio                            Cuba                                     -83.699997    22.400000     108109        0
Santa Clara                              Cuba                                     -79.966698    22.416700     182349        0
Santiago de Cuba                         Cuba                                     -75.816704    20.000000     364554        0
Santiago de Los Caballeros               Dominican Rep                            -70.666702    19.500000     155000        0
Santo Domingo                            Dominican Rep                            -69.949997    18.500000     673470        1
San Salvador                             El Salvador                              -89.166702    13.666700     335930        1
Godthab                                  Greenland                                -51.583302    64.250000     8425          1
St. George's                             Grenada                                  -61.733299    12.066700     7303          1
Ciudad de Guat                           Guatemala                                -90.366699    14.633300     754243        1
Port-au-Prince                           Haiti                                    -72.333298    18.549999     461464        1
San Pedro Sula                           Honduras                                 -88.016701    15.433300     397201        0
Tegucigalpa                              Honduras                                 -87.233299    14.083300     597512        1
Kingston                                 Jamaica                                  -76.800003    17.966700     104041        1
Fort-de-France                           Martinique                               -61.083302    14.600000     97814         1
Acapulco                                 Mexico                                   -99.933296    16.850000     301902        0
Aguascalientes                           Mexico                                   -102.300003   21.850000     293152        0
Apatzingan                               Mexico                                   -102.333298   19.083300     100259        0
Campeche                                 Mexico                                   -90.500000    19.833300     128434        0
Celaya                                   Mexico                                   -100.800003   20.533300     141615        0
Chihuahua                                Mexico                                   -106.099998   28.666700     385603        0
Ciudad Juarez                            Mexico                                   -106.483299   31.700001     544496        0
Cuidad Madero                            Mexico                                   -97.833298    22.316700     132444        0
Cuidad Obregon                           Mexico                                   -109.983299   27.466700     165520        0
Cuidad Victoria                          Mexico                                   -99.166702    23.716700     140161        0
Cordoba                                  Mexico                                   -96.916702    18.916700     121723        0
Cuernavaca                               Mexico                                   -99.250000    18.950001     192770        0
Culiacan                                 Mexico                                   -107.383301   24.833300     304826        0
Durango                                  Mexico                                   -104.666702   24.016701     257915        0
Ecatepec                                 Mexico                                   -99.066704    19.583300     741821        0
Ensenada                                 Mexico                                   -116.616699   31.866699     120483        0
Gomez Palacio                            Mexico                                   -103.500000   25.650000     116967        0
Guadalajara                              Mexico                                   -103.333298   20.666700     1626152       0
Guadalupe                                Mexico                                   -100.250000   25.683300     370524        0
Hermosillo                               Mexico                                   -110.983299   29.250000     297175        0
Irapuato                                 Mexico                                   -101.500000   20.666700     170138        0
Jalapa                                   Mexico                                   -92.800003    17.750000     204594        0
Leon                                     Mexico                                   -101.699997   21.166700     593002        0
Los Mochis                               Mexico                                   -109.000000   25.799999     122531        0
Matamoros                                Mexico                                   -97.500000    25.883301     188745        0
Mazatlan                                 Mexico                                   -106.416702   23.183300     199830        0
Merida                                   Mexico                                   -89.650002    20.983299     400142        0
Mexicali                                 Mexico                                   -115.483299   32.666698     341559        0
Mexico                                   Mexico                                   -99.166702    19.416700     8831079       1
Minatitlan                               Mexico                                   -94.533302    17.983299     106765        0
Monciova                                 Mexico                                   -101.416702   26.900000     115786        0
Monterrey                                Mexico                                   -100.333298   25.666700     1084696       0
Morelia                                  Mexico                                   -101.183296   19.666700     297544        0
Naucalpan                                Mexico                                   -99.233299    19.466700     723723        0
Netzahualcoyoti                          Mexico                                   -91.449997    17.700001     1342230       0
Nuevo Laredo                             Mexico                                   -99.500000    27.500000     201731        0
Oaxaca de Juarez                         Mexico                                   -96.683296    17.083300     154223        0
Orizaba                                  Mexico                                   -97.133301    18.850000     114848        0
Pozo Rica de Hidalgo                     Mexico                                   -97.466698    20.549999     166799        0
Puebla de Zaragoza                       Mexico                                   -98.199997    19.049999     772908        0
Queretaro                                Mexico                                   -100.383301   20.633301     215976        0
Reynosa                                  Mexico                                   -98.300003    26.083300     194693        0
Salamanca                                Mexico                                   -101.199997   20.566700     105543        0
Saltillo                                 Mexico                                   -101.000000   25.500000     284937        0
San Luis Potosi                          Mexico                                   -101.000000   22.166700     362371        0
San Nicolas de LosGarza                  Mexico                                   -98.516701    16.433300     280696        0
Tampico                                  Mexico                                   -97.866699    22.299999     248369        0
Tepic                                    Mexico                                   -104.849998   21.500000     145741        0
Tijuana                                  Mexico                                   -117.166702   32.483299     429500        0
Tlanepantla                              Mexico                                   -99.199997    19.566700     778173        0
Tlaquepaque                              Mexico                                   -103.250000   20.650000     133500        0
Toluca                                   Mexico                                   -99.666702    19.333300     199778        0
Torreon                                  Mexico                                   -103.416702   25.566700     328086        0
Tuxtlan Gutierrez                        Mexico                                   -93.150002    16.750000     131096        0
Uruapan                                  Mexico                                   -102.066704   19.433300     122828        0
Veracruz Liave                           Mexico                                   -96.166702    19.183300     284822        0
Villa Hermosa                            Mexico                                   -92.883301    18.000000     158216        0
Zapopan                                  Mexico                                   -103.400002   20.716700     345390        0
Plymouth                                 Montserrat                               -62.233299    16.733299     1478          1
Managua                                  Nicaragua                                -86.300003    12.100000     608020        1
Panama                                   Panama                                   -79.500000    8.950000      434668        1
San Miguelito                            Panama                                   -79.500000    9.033300      221512        0
Aguadilla                                Puerto Rico                              -67.133301    18.450001     250000        0
Caguas                                   Puerto Rico                              -66.066704    18.233299     250000        0
Mayaguez                                 Puerto Rico                              -67.150002    18.216700     250000        0
Ponce                                    Puerto Rico                              -66.599998    18.016701     250000        0
Kingstown                                St. Vincent and the Grenadines           -61.233299    13.200000     4308          1
Port-of-Spain                            Trinidad and Tobago                      -61.516701    10.633300     59649         1
Grand Turk                               Turks and Caicos Islands                 -71.333298    21.333300     3098          1
Abilene                                  USA                                      -99.666702    32.366699     112430        0
Akron                                    USA                                      -87.750000    32.866699     222060        0
Albany (Ga.)                             USA                                      -84.166702    31.616699     84950         0
Albany (N.Y.)                            USA                                      -73.816704    42.666698     97020         0
Albuquerque                              USA                                      -106.633301   35.083302     366750        0
Alexandria (La.)                         USA                                      -92.483299    31.316700     51400         0
Alexandria (Va.)                         USA                                      -77.099998    38.816700     107800        0
Allentown                                USA                                      -75.500000    40.599998     104360        0
Altoona                                  USA                                      -78.400002    40.533298     53160         0
Amarillo                                 USA                                      -101.833298   35.233299     165850        0
Anaheim                                  USA                                      -117.933296   33.833302     240730        0
Anchorage                                USA                                      -149.833298   61.166698     235000        0
Anderson (In.)                           USA                                      -85.683296    40.083302     61020         0
Anderson (S.C.)                          USA                                      -82.650002    34.500000     28680         0
Ann Arbor                                USA                                      -83.716698    42.299999     107800        0
Anniston                                 USA                                      -85.833298    33.633301     29370         0
Appleton                                 USA                                      -88.416702    44.283298     64190         0
Arlington (Tx)                           USA                                      -97.083298    32.733299     249770        0
Asheville                                USA                                      -86.266701    33.816700     60290         0
Atlanta                                  USA                                      -84.400002    33.833302     421910        0
Augusta                                  USA                                      -81.966698    33.466702     45440         0
Aurora                                   USA                                      -104.866699   39.733299     217990        0
Austin                                   USA                                      -97.750000    30.333300     466550        0
Bakersfield                              USA                                      -119.016701   35.366699     150400        0
Baltimore                                USA                                      -76.616699    39.299999     752800        0
Baton Rouge                              USA                                      -91.166702    30.500000     241130        0
Battle Creek                             USA                                      -85.166702    42.333302     54080         0
Beaumout                                 USA                                      -94.133301    30.083300     119900        0
Bellingham                               USA                                      -122.449997   48.750000     44960         0
Benton Harbor                            USA                                      -86.449997    42.116699     14160         0
Berkeley                                 USA                                      -122.283302   37.883301     104110        0
Billings                                 USA                                      -108.483299   45.716702     80310         0
Biloxi                                   USA                                      -88.916702    30.400000     47750         0
Binghamton                               USA                                      -75.916702    42.099998     52910         0
Bloomington (Il.)                        USA                                      -89.000000    40.483299     46250         0
Bloomington (In.)                        USA                                      -86.516701    39.166698     52500         0
Boise City                               USA                                      -102.516701   36.733299     108390        0
Boston                                   USA                                      -71.000000    42.333302     573600        0
Bradenton                                USA                                      -82.550003    27.483299     37450         0
Bremerton                                USA                                      -122.666702   47.566700     34100         0
Bridgeport                               USA                                      -73.199997    41.183300     141860        0
Bryan                                    USA                                      -96.366699    30.666700     62220         0
Buffalo                                  USA                                      -78.883301    42.883301     324820        0
Burlington (N.C.)                        USA                                      -79.449997    36.116699     36830         0
Burlington (Vt.)                         USA                                      -73.233299    44.450001     38310         0
Canton                                   USA                                      -81.383301    40.799999     87110         0
Cedar Rapids                             USA                                      -91.633301    42.000000     108370        0
Champaign                                USA                                      -88.233299    40.116699     59180         0
Charleston (W.Vg.)                       USA                                      -81.666702    38.383301     57920         0
Charlotte                                USA                                      -80.849998    35.216702     352070        0
Charlottesville                          USA                                      -78.483299    38.033298     41100         0
Chattanooga                              USA                                      -85.283302    35.033298     162170        0
Chesapeake                               USA                                      -76.283302    36.833302     134400        0
Chicago                                  USA                                      -87.750000    41.833302     3009530       0
Chico                                    USA                                      -121.900002   39.750000     32680         0
Chula Vista                              USA                                      -117.083298   32.599998     118840        0
Cincinnati                               USA                                      -84.433296    39.166698     369750        0
Clarksville                              USA                                      -87.349998    36.533298     60730         0
Cleveland                                USA                                      -81.716698    41.466702     535830        0
Colorado Springs                         USA                                      -104.833298   38.833302     272660        0
Columbia (Mo.)                           USA                                      -92.333298    38.966702     63140         0
Columbia (S.C.)                          USA                                      -81.000000    34.000000     93020         0
Columbus (Ga.)                           USA                                      -84.983299    32.466702     180180        0
Columbus (Oh.)                           USA                                      -83.050003    39.983299     566030        0
Concord                                  USA                                      -122.033302   37.983299     105980        0
